,total_amount
335429,2.69
15628,1.19
492581,1.79
290488,1.99
361499,2.45
15038,0.75
559047,1.59
522806,0.99
582147,2.25
553398,3.0
649276,0.79
345678,2.0
279898,2.09
659211,0.67
3191,2.0
87042,0.99
374900,2.55
456100,1.59
350166,2.45
745721,0.89
325579,2.5
624937,0.79
182489,1.69
730697,0.89
421827,2.49
519396,1.19
478306,0.89
473862,1.79
304351,1.99
168798,3.19
193625,1.29
229889,0.99
73937,2.49
210351,0.99
573238,1.69
553781,1.5
691566,0.85
316635,2.89
784150,1.04
319591,2.99
552906,1.79
712927,0.89
252695,1.99
505943,1.19
351419,1.89
774942,0.79
391311,2.25
16553,0.8
6431,2.5
112035,0.69
345897,2.5
500503,1.89
122998,1.19
743774,0.99
101119,0.99
262194,1.49
269935,1.99
551412,2.29
487317,3.89
262357,2.69
444909,1.19
334451,2.59
549864,1.34
163268,3.19
250067,0.99
713583,0.99
100105,0.99
65318,2.25
737758,2.9699999999999998
449327,0.99
456849,0.99
734449,1.29
15508,0.8
738928,1.39
258615,2.69
232100,3.98
650961,0.79
421940,2.75
147675,2.29
367133,1.59
272761,1.48
357383,3.49
634824,2.15
531020,1.19
184979,1.07
759636,1.58
216891,0.99
671338,3.98
213586,3.98
376048,2.19
652048,0.67
146198,2.29
452641,1.19
171150,3.19
346236,2.89
347690,2.5
768479,0.85
690126,0.67
765512,0.79
463427,0.8
755461,2.29
178840,0.84
113300,1.09
546384,2.95
792805,0.89
312286,2.89
276667,0.99
679856,0.85
527562,0.8
389249,1.99
510832,1.19
732924,1.19
162773,2.44
45965,1.09
347718,2.5
710566,0.99
589781,2.0
134945,1.89
441024,1.99
58567,3.59
425932,2.99
753060,3.98
252111,1.99
714533,0.79
771972,0.89
393025,2.19
756937,1.99
646933,0.65
626466,0.79
511845,1.19
567401,1.5
287131,1.99
509725,1.19
27757,1.89
734417,1.29
566178,1.39
278452,1.99
517032,1.19
733375,1.29
403608,2.85
49378,1.79
511669,0.99
631261,3.49
10800,2.5
434670,2.15
249024,1.5
695975,1.19
20152,1.25
452196,0.64
471798,1.99
417908,1.5
327512,2.5
17790,1.25
481002,0.79
79934,0.99
752012,1.69
487182,3.49
135833,1.89
213515,1.99
434358,2.29
549082,3.45
180826,2.35
634752,2.15
46608,1.25
547904,1.19
199479,1.34
341552,2.69
730674,0.89
275608,0.99
774801,0.79
269934,2.19
32914,1.68
167397,3.19
737012,3.18
198049,1.99
92078,0.99
666115,1.29
115094,1.09
697449,1.39
792965,0.89
282142,0.99
39247,1.25
723294,1.19
100544,0.99
693982,0.85
661738,2.38
786295,0.88
503561,1.19
749076,1.77
203341,0.99
281886,1.99
603907,0.99
467839,0.94
778545,0.95
585175,1.5
763408,0.39
352234,1.69
288391,1.99
178526,1.25
335452,2.69
306217,2.89
4822,2.0
216579,1.99
464635,0.99
110789,0.59
391384,2.15
386119,1.49
160064,3.19
221945,2.69
34276,1.25
561795,1.09
67460,2.19
361308,2.45
735128,2.58
670195,3.54
225067,1.99
523563,0.8
457178,0.99
155281,1.29
695438,0.67
147826,2.29
579606,1.5
278389,2.19
63490,2.19
355636,3.49
282890,0.99
18208,0.84
397871,1.5
573836,1.5
649656,0.79
577389,1.5
797917,1.77
358446,3.49
112390,1.09
304874,1.99
597624,0.99
13296,0.69
364465,1.79
754805,1.77
583159,1.79
617454,0.99
643439,1.9500000000000002
566645,1.39
106417,0.59
221747,2.69
110281,1.19
723833,0.75
93282,1.29
261332,2.69
787884,0.89
402317,2.99
547135,2.0
165620,3.19
515179,0.79
163296,3.19
151275,2.29
699253,1.25
629511,0.79
766522,0.79
235213,1.5
496257,1.99
105961,0.49
428123,2.0
317852,2.99
779732,0.79
405848,1.99
754921,1.77
266096,1.99
259237,2.69
102072,0.89
620264,0.99
244478,1.19
704738,0.75
42305,1.25
49849,1.79
625766,0.79
291452,1.5
81985,0.99
310396,2.89
178354,1.25
609574,1.09
569674,1.5
751956,1.69
304448,3.69
293559,1.99
572173,2.38
290236,1.99
252882,2.19
413202,1.79
642059,0.45
321260,3.39
60449,3.49
389660,1.5
131170,1.99
807326,0.99
739335,1.39
554766,1.5
601325,1.0
126083,0.54
464189,0.79
358457,3.49
296066,2.19
170968,3.19
710019,1.76
754042,1.77
462995,1.07
28224,1.79
222698,2.69
330477,2.0
757396,1.99
801533,0.39
623257,0.99
194783,1.29
588745,2.5
452229,0.64
553981,1.5
817577,2.02
61873,2.19
208810,1.33
132721,1.98
498699,2.69
4975,2.0
813700,1.19
756759,1.99
91268,1.98
266433,1.5
739591,1.39
571224,1.49
11014,2.5
626661,0.99
114959,0.99
645811,0.45
538497,1.69
182749,0.89
82851,0.99
654006,0.79
587887,2.0
479509,0.79
539817,1.69
55271,3.49
466197,0.84
497153,1.79
558514,1.5
452648,1.19
116284,1.09
509720,1.19
541589,0.99
343490,2.69
782556,0.95
72497,2.49
298868,0.99
252864,2.19
76265,2.39
57455,2.99
487614,2.69
406416,1.99
339332,2.89
600573,1.59
779032,0.79
453612,0.99
428354,2.49
175561,0.84
477135,1.89
734778,1.29
401997,2.15
400727,2.25
24428,0.69
793906,0.99
482792,2.69
85442,0.99
70105,1.49
102068,0.89
646664,0.45
527689,1.19
164469,2.99
212568,0.99
108273,0.59
715009,1.98
7350,2.0
644986,0.45
300588,3.79
612606,2.79
454867,0.99
23807,0.84
777646,0.67
708557,0.74
559990,2.5
31472,1.19
129577,0.99
406667,1.5
370704,3.09
179897,1.99
73960,2.49
753638,1.77
228666,1.99
82278,0.99
22620,0.99
611201,2.5
343505,2.69
524627,0.99
394811,2.49
383525,2.99
678343,0.79
257769,1.99
509665,1.19
767385,0.69
107199,0.59
473974,1.99
675098,1.58
445329,0.99
276654,0.99
474271,1.59
69033,2.25
208500,1.34
668450,1.98
146181,2.29
536365,2.99
172271,2.65
791099,0.88
23994,1.19
815822,1.29
324057,2.99
291888,2.19
788607,1.09
540556,1.79
461707,1.69
463980,0.79
269994,2.19
588923,2.0
522979,0.99
275250,1.99
691088,0.67
314833,2.89
258345,0.99
259363,2.99
488717,3.49
87595,0.99
564115,2.79
718257,0.88
327150,2.0
329987,2.89
274627,0.99
487916,3.49
708531,0.99
538634,1.69
788286,0.89
573784,1.5
579034,1.5
641412,1.3
385801,3.19
499644,1.79
322893,2.99
464264,0.79
481133,0.89
92343,0.89
595644,1.59
189490,1.75
142229,2.19
276409,1.99
550530,0.99
595258,0.99
107204,0.59
619346,0.79
316647,1.69
525162,0.79
761186,0.67
775804,0.89
11010,2.5
135992,1.39
180166,1.5
346822,2.69
473027,1.59
809117,1.19
22611,0.99
349083,2.89
244415,2.19
184552,1.07
66331,2.19
800576,0.79
298190,1.79
183921,0.99
342837,2.69
403749,2.49
745955,1.48
238748,1.99
599495,1.46
722847,0.88
452233,0.64
755010,1.77
781098,0.77
194345,1.45
354245,2.65
269137,1.99
515027,0.79
351000,2.79
755130,1.77
767131,0.69
242759,1.98
595285,0.99
138908,1.89
642016,0.45
346353,2.69
179405,0.84
198096,1.5
444768,0.29
635203,0.99
778368,0.95
123128,0.99
721471,0.75
2534,2.5
286246,1.99
744903,1.19
600196,0.99
527078,1.19
758262,0.79
72702,2.49
602981,1.25
790026,1.19
555749,1.5
417782,2.15
22038,1.57
349899,1.89
249021,1.5
252598,1.33
565650,1.39
61041,1.99
398865,1.5
417640,1.5
724273,0.99
568640,1.5
402543,2.49
488671,3.49
456545,0.87
813319,1.69
289689,1.98
441922,1.19
694671,1.49
373846,2.49
385952,2.98
690137,0.67
504148,1.19
558711,1.59
40342,1.25
125375,1.09
701597,0.89
40901,0.8
41773,1.29
62614,2.19
236877,1.99
327097,2.0
521743,0.79
436491,2.19
517884,1.19
245066,1.99
120294,0.89
614115,0.79
708242,0.99
119664,1.09
487442,2.0
627838,0.99
307317,2.89
48385,1.33
766654,0.79
42622,0.84
31715,1.19
698825,1.25
182475,1.69
614674,0.79
90182,0.83
769334,0.67
631633,3.69
96062,0.99
75417,2.19
193241,0.97
687265,0.79
127897,0.89
414135,1.95
570650,1.19
428289,2.49
628425,0.79
190579,0.97
231160,0.99
293438,1.99
218278,0.99
6173,2.5
170115,3.19
162384,3.19
470646,1.99
294631,1.98
372484,2.39
727809,1.5
704130,0.67
325732,2.59
627806,0.99
719568,0.88
73422,2.45
322312,3.19
575915,1.79
564450,1.39
577331,1.5
343571,2.89
504786,0.99
247467,0.99
468796,3.98
470662,1.99
463953,0.79
736482,1.59
169944,2.99
500330,1.79
81138,0.83
780514,0.99
126905,1.79
496817,1.79
620705,0.79
224333,0.99
687115,0.79
150031,2.19
115693,0.79
122084,1.09
224419,0.99
437735,1.99
186343,1.39
551871,1.5
315007,2.89
82410,0.99
126223,1.79
464056,0.39
716380,0.74
196391,1.99
150167,2.19
759774,0.69
268464,1.98
780194,0.99
355243,2.29
433517,2.59
336707,2.5
522762,0.99
291326,1.5
223243,2.59
447912,1.29
250941,1.99
258249,1.98
597403,1.09
719888,1.19
236054,0.99
419549,2.15
353521,1.69
584640,1.5
604003,1.5
465210,1.29
55340,3.49
217846,1.99
212004,0.19
358546,2.94
293100,2.19
641604,0.65
564384,1.39
107411,0.59
12506,2.29
361507,2.35
322100,3.19
274705,0.99
377924,1.79
698965,1.25
30268,1.79
324718,2.0
139470,3.78
453360,1.29
252738,1.99
471100,1.79
682332,1.34
330086,2.89
749668,1.77
809938,1.19
534462,0.99
553893,1.5
344260,2.69
138394,1.89
280886,2.69
100636,0.99
20537,0.8
152182,2.29
477316,1.75
432882,2.59
268390,0.99
132162,0.99
13425,0.59
463278,1.59
264649,2.59
300325,2.99
742565,1.39
223143,3.59
593283,1.5
191232,2.58
700192,0.99
152668,2.15
95778,0.99
355634,3.49
495016,1.19
273000,0.99
442825,3.39
792125,1.19
774144,0.95
303620,1.95
388645,1.5
290951,0.99
730462,1.19
794257,1.19
244250,2.19
134653,1.89
6550,2.5
401068,1.5
155269,2.38
180298,0.84
388565,1.99
748051,0.88
62456,2.19
425580,2.99
274887,1.5
552018,1.5
508771,0.99
548141,0.99
211053,1.5
523375,1.19
266369,1.5
627236,0.79
671822,1.69
630767,3.69
814666,1.29
596256,1.0
685459,2.18
375961,2.55
691776,0.67
483329,1.89
86900,0.99
555784,1.5
726386,0.89
246462,1.79
746990,0.74
239590,2.19
285083,2.9699999999999998
481901,0.79
713391,0.67
199680,1.99
217306,0.99
194231,1.49
444509,0.64
695348,1.19
214728,1.5
580589,1.5
192020,0.99
295918,3.0
208729,1.34
747857,0.99
237633,0.99
713396,0.67
584431,3.0
715631,0.88
16604,0.8
424751,2.59
262919,2.69
521500,1.19
674783,0.79
233034,0.99
124069,1.19
92890,0.99
685705,0.85
692653,0.67
493896,1.29
258883,2.69
52721,1.09
294273,0.99
360876,2.29
83254,0.99
129597,0.99
767533,0.85
353437,1.69
313382,2.89
749442,1.77
479469,0.79
615706,0.95
435382,3.59
701917,0.99
212927,1.99
294806,1.79
385444,3.19
743753,0.99
528560,0.59
635605,0.99
514730,1.19
278077,2.19
725588,0.79
361778,3.39
25466,0.5
762658,0.79
8216,2.0
444054,0.54
705320,0.67
417768,2.15
115186,1.09
204882,2.9699999999999998
47223,0.8
122470,0.54
785199,0.99
138753,1.89
8680,2.0
729708,0.99
72644,2.19
701227,0.89
30427,0.84
74837,2.99
131933,1.99
593243,1.5
341296,2.69
82001,0.99
499735,1.79
571896,1.19
362170,2.99
532547,1.19
661475,1.19
157466,3.19
503929,1.19
492177,3.98
412506,1.5
605967,1.65
605113,1.27
294815,1.79
207600,2.0
695077,1.19
591276,0.99
490162,2.69
552769,1.79
561533,1.25
648718,0.65
268811,0.99
140347,2.45
131385,1.59
88958,0.99
770183,0.67
471863,1.89
424253,2.75
348143,2.69
676573,0.67
601410,1.0
360435,2.29
58807,3.59
256550,0.99
642789,0.65
299758,2.99
286626,0.99
812803,1.19
228178,1.98
253239,1.99
725298,0.88
635136,0.99
453399,2.38
285079,0.99
594779,1.25
143267,2.29
241493,0.99
313836,2.89
60394,3.59
603461,1.25
449981,0.99
473129,1.99
564152,1.39
654804,0.79
351033,2.79
79605,0.99
793576,0.99
624994,0.79
315947,2.89
462124,1.13
465588,1.98
587809,2.5
794019,1.09
597550,0.99
748383,1.04
368365,2.99
119467,1.09
309538,2.89
341390,2.0
558100,1.09
523741,2.38
298911,0.99
225219,1.99
356401,3.49
311025,2.99
221511,3.28
11088,2.5
595954,1.19
552012,1.5
55708,3.59
418764,1.99
306200,2.89
350991,2.79
229897,1.98
444350,1.29
344921,2.0
739144,1.39
601625,1.25
411524,1.95
139331,1.89
316170,2.89
644579,0.45
190367,1.45
492220,1.99
480326,0.79
204670,1.99
304572,3.69
475081,1.89
731372,1.19
473507,1.85
208894,2.19
207546,1.99
183295,1.07
299310,3.14
396848,1.95
783900,0.75
124722,1.09
461184,1.69
796393,0.89
80426,1.29
15120,0.75
183251,1.07
603560,1.09
589851,2.0
732886,1.19
376265,1.5
732444,1.39
239000,1.34
291195,1.99
692228,0.67
759372,0.79
148307,1.59
74758,2.45
127000,1.79
792451,2.18
161767,2.99
797718,1.09
260059,2.69
284108,0.99
351354,1.89
748574,1.99
184728,0.72
50480,1.2
238698,2.19
351070,2.79
789697,1.09
776914,0.69
681835,0.85
554062,3.0
514157,0.99
223925,1.99
153131,1.99
138464,1.89
547705,2.95
252306,2.19
724682,0.99
147613,2.39
659218,0.67
486040,3.19
817145,1.99
31209,1.19
583445,1.79
807747,0.99
558627,3.0
753601,1.99
439424,2.45
313945,2.89
613204,1.88
444224,0.86
395510,3.19
809851,1.69
127832,0.99
455163,0.99
814264,1.29
84474,0.89
476441,1.89
805138,1.98
620334,0.79
450670,1.29
485525,2.69
161834,2.99
579711,3.0
183127,1.07
21454,1.57
183699,1.07
377675,1.95
200333,1.99
142763,1.99
731146,1.19
288355,1.99
256635,1.99
667437,1.99
742071,1.99
484044,1.19
340267,2.89
276743,1.98
701724,0.89
307274,2.89
504417,0.59
543173,0.79
779282,0.79
65797,2.25
178065,1.25
98213,0.99
662021,1.19
398566,3.0
231809,1.5
479141,0.79
602990,1.25
143944,2.29
380036,1.5
698734,0.99
246465,0.99
410737,2.99
161207,3.19
428244,1.49
29914,1.79
657684,0.85
565349,1.39
651724,0.67
632231,3.49
521093,0.99
310716,2.99
356022,2.94
178021,0.25
642135,0.45
242397,1.98
587185,3.47
30436,2.52
743941,1.19
55811,3.59
56157,3.29
783989,1.39
802874,0.39
59268,2.99
506203,1.19
693889,0.75
324703,2.0
352245,1.69
692962,0.67
669617,1.77
554396,1.5
164456,2.99
418549,1.99
707224,0.85
145056,2.19
15075,0.75
31087,1.19
130785,0.99
257877,2.19
279473,2.69
329982,2.89
811286,1.29
506371,0.99
753015,1.99
225127,1.99
711012,1.19
422887,2.49
727103,0.74
90215,0.83
94152,0.89
428187,2.98
23010,1.68
408598,2.15
120403,0.89
679001,1.58
380315,1.95
81785,0.99
361806,2.39
212735,0.99
345553,2.0
640303,0.65
72409,2.49
635970,0.89
299102,1.5
149667,2.19
271872,0.99
141128,2.19
479549,0.79
463674,0.69
169225,3.19
466322,1.69
645265,0.45
535396,2.99
783848,0.75
246546,1.99
621157,1.98
578415,1.5
636640,0.45
223428,3.59
228430,0.99
737656,0.99
780861,0.88
233327,1.99
286405,0.99
25943,0.69
174963,0.84
786542,0.88
354253,2.65
583872,1.5
199839,2.19
134235,0.99
500512,1.89
211265,1.5
514421,0.99
339658,2.0
18159,0.84
738082,1.19
515985,0.99
202952,0.99
550993,2.29
191635,1.59
153039,2.15
12631,1.99
726115,0.75
361959,2.99
620196,0.99
195952,1.98
138164,1.89
774584,0.79
404635,1.99
598193,3.18
267866,1.99
115626,1.58
514119,0.99
475805,1.89
703244,1.5
668455,0.99
121657,0.99
84293,0.99
668934,1.77
372648,2.39
359880,3.49
250320,0.99
455460,0.99
226571,3.0
69779,2.49
184736,0.72
676679,0.69
471684,1.99
408136,2.19
648237,0.45
505934,1.19
210007,1.33
733631,1.29
354583,2.45
255608,1.99
336112,2.89
285668,2.19
815111,1.29
729728,0.74
498178,2.69
167752,3.19
302524,2.99
795590,1.09
309096,2.99
586423,2.25
779400,0.79
476243,1.89
405864,1.99
571570,1.19
756894,1.99
519801,1.19
446160,0.64
614426,0.79
236104,0.99
76839,1.69
267170,0.99
313467,2.89
589491,2.5
17468,1.19
500502,1.89
334563,2.89
220164,1.99
347193,2.0
752432,1.69
735281,2.58
644603,0.45
14613,1.0
561623,1.25
726080,0.75
256190,0.99
713756,0.67
83944,0.99
660831,0.85
96757,0.99
631559,3.69
135364,1.89
146591,2.29
532484,0.99
562273,1.59
40350,1.25
615213,0.79
457478,1.29
400967,1.5
755359,2.89
640373,0.65
647289,0.45
113370,0.89
143053,2.29
522736,0.99
294783,1.79
670547,1.77
506980,0.99
96950,0.99
408894,2.15
757763,0.74
198583,1.99
332917,2.89
119938,1.09
454839,0.99
334417,2.69
456608,1.75
196630,1.99
360489,2.29
154188,1.29
51407,0.99
428343,1.49
289448,0.99
620485,0.79
211321,1.5
187949,1.59
117629,1.09
129819,1.99
223221,3.59
178104,0.8
298974,0.99
102118,1.15
759087,0.69
312859,2.49
669876,1.77
202524,0.99
609695,1.5
84447,0.69
751453,1.69
15412,0.75
229379,1.99
379894,1.5
698267,0.99
779214,0.79
655348,0.69
264552,3.59
180255,0.84
145249,2.19
454810,0.99
492776,1.79
635795,0.89
392210,1.5
222896,2.5
563080,2.79
117853,1.09
127715,1.79
231596,1.5
371577,3.09
673606,1.99
28391,2.4
125635,1.09
203212,1.79
785777,0.88
458540,0.86
178916,1.25
626909,0.79
802752,0.39
375837,2.55
672184,1.69
432710,2.39
84301,1.29
418402,1.99
288795,1.5
596311,1.25
454368,1.29
74109,2.49
318447,2.19
84600,0.89
627739,0.99
691736,0.67
264124,2.69
517120,0.99
301352,2.99
54033,3.49
629594,0.79
168023,3.19
60814,1.99
69013,2.25
266410,1.5
631000,3.49
715595,0.95
419028,1.5
803378,0.39
274084,1.33
586644,2.5
18019,1.19
383164,2.99
561653,1.25
72496,2.49
791652,0.88
369884,2.99
693977,0.85
517442,0.99
351578,2.29
106946,0.59
736686,1.59
552672,1.79
371582,3.09
430193,2.5
153820,2.29
427299,2.99
703071,0.79
316840,2.49
63915,2.19
146550,2.29
540966,1.19
75735,2.79
728749,0.99
714208,0.95
134275,0.84
203999,1.99
691642,0.85
103918,0.59
164147,3.19
241832,1.79
16863,0.93
792094,1.19
537330,2.99
131245,0.0
50398,1.79
69345,2.49
117749,1.09
276028,1.99
748000,0.74
121415,1.09
483715,1.19
289419,0.99
368052,2.99
266610,3.98
376039,2.25
445748,0.86
270135,2.19
593693,1.59
511699,0.99
596926,1.25
101855,1.29
75432,2.19
742159,1.99
763500,0.79
243368,3.0
264239,2.69
432312,2.59
274773,1.99
167177,3.19
250428,0.99
191425,1.29
558317,0.99
189103,0.99
698839,1.25
679252,0.67
104829,0.59
577403,1.5
302904,2.99
268788,0.99
549806,1.33
382221,2.99
327243,2.0
710725,0.75
732198,1.39
631632,3.69
814841,1.29
117330,1.09
687485,0.67
575336,1.79
727912,1.19
313656,2.99
93771,0.99
736705,1.59
744356,0.74
710047,0.88
788344,1.09
743597,0.74
619788,0.79
654237,0.79
167147,3.19
368146,2.99
611215,2.5
85369,0.99
302225,2.5
154007,1.19
49178,1.2
806247,0.99
753365,1.99
227304,1.99
739793,1.39
290609,1.99
648335,0.65
563591,2.39
673080,1.99
335151,2.5
399007,2.25
506887,0.99
16010,0.84
701238,0.89
678405,0.79
555109,1.5
797819,1.09
61098,2.25
15203,0.75
86613,0.83
587670,2.5
444838,1.29
588939,2.0
88475,0.99
557157,1.25
29385,1.79
562153,1.59
391809,2.15
662407,1.19
399681,1.5
458483,0.86
735051,1.29
38324,1.19
497760,1.79
622445,0.79
177821,1.25
9811,2.29
377584,1.5
798804,2.29
602287,1.5
74123,2.49
732706,1.29
533626,1.79
578703,1.5
269208,1.5
313368,2.89
388760,1.99
404869,1.99
396544,1.5
24103,0.84
663349,1.39
380719,2.19
289980,1.99
603943,0.99
743452,0.99
530144,1.19
88191,0.99
700714,0.99
585942,1.5
52279,0.99
522334,0.59
422533,2.49
415657,3.0
656419,1.7
639333,0.45
815010,1.29
291638,2.19
547119,0.0
539610,1.55
495807,1.19
322723,3.69
834,2.0
599442,1.25
761704,0.85
266541,1.5
575551,3.58
729471,1.76
483967,1.19
578561,1.5
374822,2.19
681834,0.85
676443,0.67
293372,0.99
612930,2.59
813039,1.19
812575,1.19
729785,0.79
533903,1.79
211535,1.99
408267,1.5
431015,3.19
552187,1.5
360211,2.29
31573,1.25
233388,1.99
523952,1.19
502957,0.99
572063,1.19
170762,3.19
747290,0.99
779038,0.79
270150,2.19
392872,2.25
661961,1.19
445990,0.64
55431,3.59
238411,1.99
70336,2.49
594994,1.09
55298,3.49
740730,2.58
817930,1.99
412969,1.95
57208,2.99
363152,3.09
655249,2.07
418302,2.19
530964,1.19
644896,0.45
606618,1.19
591652,2.78
156422,2.39
128434,1.59
375138,1.99
210071,1.98
643093,0.45
404489,2.5
37760,1.19
601028,1.59
13321,0.69
609031,1.25
177040,0.84
18892,1.25
401041,1.5
176028,1.25
778998,0.79
189395,0.99
489967,2.0
765071,0.69
760174,0.66
677979,0.79
242545,2.9699999999999998
792172,1.19
470248,1.79
459525,0.99
330743,2.69
334936,2.5
791271,0.88
128491,0.99
487580,3.89
538531,1.69
442101,0.89
520206,0.19
759702,0.69
685908,1.09
713885,0.67
507977,0.59
475040,1.89
333816,2.89
255004,0.99
251419,0.99
551428,0.79
290605,1.99
135286,1.89
568386,1.5
94871,1.29
48653,1.99
23099,0.84
553157,1.5
316551,2.89
199506,1.33
240212,0.99
791067,0.88
39294,2.5
480600,0.79
375183,1.99
720670,0.88
191538,1.59
351214,1.99
495440,0.74
715269,0.95
285886,1.33
767411,0.69
219604,1.5
358695,3.49
772652,0.69
456470,1.75
532377,0.99
549818,1.34
234431,1.99
636914,0.45
590813,2.5
599945,1.09
801612,0.39
815011,1.29
739410,1.29
308387,2.99
118714,1.09
235345,1.99
274149,1.33
644706,0.45
780017,0.99
103801,0.59
661547,2.38
401161,1.5
356798,3.49
383346,2.99
357767,3.49
20662,0.8
806637,0.88
305017,2.99
692733,0.67
714563,0.79
30271,1.19
110348,1.19
33764,0.8
553245,1.5
124479,1.19
360085,2.29
709051,0.88
297487,3.98
416622,1.5
389656,1.5
305675,2.89
8988,2.0
683703,0.67
781094,0.77
100860,0.99
310136,2.89
606571,1.19
333540,2.5
566167,1.39
663059,1.39
649454,0.79
570750,1.19
547423,2.59
314422,2.89
27345,1.79
367921,2.99
398561,3.0
591955,1.39
483003,2.87
276860,0.99
690423,0.67
62004,2.19
735410,1.29
564163,1.39
349096,2.89
80046,0.99
141492,2.19
653790,0.79
267328,1.98
794267,1.19
204791,1.99
570499,1.69
764529,0.67
284532,1.99
52588,0.99
496593,1.44
731194,1.27
495066,0.29
546750,2.0
705562,1.09
372795,2.39
1140,2.0
744928,1.19
678443,0.79
379854,1.5
286124,1.99
637585,0.45
264881,3.59
411526,1.95
748957,1.77
73789,2.49
355928,3.49
665648,1.29
248956,1.99
530281,1.19
55754,2.59
492277,1.79
435067,2.69
654343,0.79
180711,2.0
372170,3.09
69392,2.49
52375,0.99
728761,0.99
776415,0.69
435440,3.59
314507,2.89
494007,1.29
602665,1.19
74867,2.79
710915,1.19
734234,1.29
677996,0.71
451765,0.99
750492,1.77
552833,1.79
488759,2.0
222607,2.69
484272,1.99
211579,1.99
130506,1.99
756731,1.99
483845,1.79
341244,2.79
32098,0.84
750461,1.77
42882,0.84
697847,0.99
230619,1.99
125277,0.89
111554,1.19
117457,1.09
304186,2.99
772837,0.82
559684,1.25
222658,2.69
577409,1.5
387129,1.49
14926,0.75
283350,1.5
420799,1.5
431325,1.49
252061,1.5
574336,1.5
442916,0.99
367671,2.99
691276,0.85
4752,2.0
442963,0.99
354088,2.45
283960,0.99
537290,2.99
48435,1.99
627332,2.37
588396,2.99
524105,0.99
636062,0.89
304467,3.69
712673,0.89
7339,2.0
305078,2.99
400801,2.19
805458,0.67
379738,1.99
781984,0.99
672041,3.38
299894,3.69
99926,0.99
660217,1.09
522465,1.19
7711,2.0
459666,0.86
683155,0.67
186146,1.59
395716,2.5
363026,3.09
219703,1.5
271737,0.99
233772,1.99
336219,2.0
367864,2.99
397497,2.19
111184,0.99
208554,1.34
670060,1.77
225622,1.98
216,2.79
799101,0.98
104285,0.59
334024,2.0
219860,1.5
213557,1.99
543117,0.79
514989,0.79
392203,1.5
757745,0.74
775556,0.89
362525,2.99
344874,2.69
400025,1.5
498789,2.69
802042,0.39
199321,1.99
123663,0.89
551831,1.5
503284,0.8
136501,1.89
366821,1.99
769240,1.34
805170,0.99
419258,1.95
281917,1.99
73134,2.0
676604,0.69
606348,1.49
334769,2.0
616803,0.79
267984,1.19
15164,0.75
817855,1.99
144068,2.29
47946,1.19
600684,1.59
40719,2.9699999999999998
539288,0.99
65330,2.25
725721,0.99
249222,1.5
776111,0.89
465370,0.8
807209,0.99
16076,0.84
266808,3.98
288319,2.19
520774,0.99
742224,1.99
318656,2.69
755994,1.69
532409,0.99
786502,0.88
371894,3.09
101852,1.29
155550,1.19
755828,1.99
634800,2.15
501419,2.38
602343,1.5
617405,0.99
782684,0.99
347359,2.0
785622,0.88
543877,1.19
238078,1.5
455253,0.49
21471,1.57
260239,2.79
170315,3.19
321758,2.69
618417,0.79
29600,1.79
522303,0.59
107506,1.18
39662,1.68
522966,0.99
161381,3.19
198059,1.5
123728,0.89
45357,0.8
150090,2.19
260434,2.59
506426,0.99
720694,0.99
815301,1.29
705533,2.18
119215,0.54
264382,2.5
111199,0.99
567444,1.79
732600,1.39
115576,0.79
361824,2.49
106773,0.59
95965,0.99
172930,0.79
373041,2.39
694027,1.09
384459,2.85
246300,0.99
492673,1.79
589060,2.5
190630,0.97
655121,0.69
648782,1.77
733525,1.29
62248,2.19
221288,0.99
575550,1.79
296287,0.99
474019,1.99
493551,1.79
266500,0.7
167701,3.19
774764,0.79
583673,1.5
547839,0.59
104352,1.18
323991,2.0
258192,0.99
672671,1.69
645829,0.45
530980,1.19
70967,2.79
583358,1.79
711295,1.19
689345,0.79
544661,0.99
353989,2.35
569966,1.5
406524,1.5
183815,0.99
277674,2.19
571010,1.49
235726,0.99
53599,1.09
646540,0.65
615228,0.79
758371,0.79
336200,2.0
606731,1.19
293308,0.99
139201,3.78
709470,0.75
634330,2.99
618905,0.99
235256,1.5
763600,0.79
660138,0.85
9788,2.29
277365,1.99
286137,1.39
436265,2.19
371035,3.09
608500,1.59
246699,1.99
41923,1.19
266038,1.99
684818,1.09
462692,1.69
28305,1.2
735719,1.29
814162,1.29
248459,2.19
616795,0.79
86084,1.29
586334,2.25
371042,3.09
415442,1.5
677841,0.79
467453,1.89
593055,1.09
461096,1.69
772224,0.89
47952,1.19
524254,0.99
457319,1.72
405144,1.99
752581,1.99
510288,0.99
177289,1.25
346061,2.5
235414,1.99
722630,1.19
629953,0.79
635892,0.89
235390,1.99
666247,1.29
356607,2.94
503558,1.19
794819,0.88
418888,1.5
237397,1.98
788913,0.99
616124,0.95
777160,1.54
554715,1.5
492311,1.79
359361,3.49
634213,2.79
37528,1.39
529950,0.8
739833,1.19
483637,1.19
454948,0.66
571391,1.19
556273,3.0
765742,0.79
103263,1.15
747284,0.99
67447,2.19
448016,1.29
78518,1.98
37851,1.19
505615,0.8
740892,1.29
26373,1.59
590900,2.5
316982,2.79
477920,1.89
791457,0.88
435361,3.29
557825,1.09
200464,1.5
322462,2.79
635799,0.89
482943,2.49
304117,2.99
385074,3.19
316884,2.49
86316,0.83
123234,1.19
405815,2.15
484463,1.85
283978,0.99
